project,und_avg_infectfile_authornum,und_avg_infectfile_issuenum,und_avg_infectfile_changecmt,und_avg_infectfile_changeloc,und_avg_infectfile_bugcmt,und_avg_infectfile_bugloc,und_avg_unfectfile_authornum,und_avg_unfectfile_issuenum,und_avg_unfectfile_changecmt,und_avg_unfectfile_changeloc,und_avg_unfectfile_bugcmt,und_avg_unfectfile_bugloc,p_avg_infectfile_authornum,p_avg_infectfile_issuenum,p_avg_infectfile_changecmt,p_avg_infectfile_changeloc,p_avg_infectfile_bugcmt,p_avg_infectfile_bugloc,p_avg_unfectfile_authornum,p_avg_unfectfile_issuenum,p_avg_unfectfile_changecmt,p_avg_unfectfile_changeloc,p_avg_unfectfile_bugcmt,p_avg_unfectfile_bugloc
lutris,5.893081761,4.578616352,47.89308176,765.1949686,4.93081761,56.08176101,1.1,0.228571429,3.4,65.67142857,0.228571429,3.842857143,5.560693642,4.265895954,44.52023121,712.5086705,4.589595376,52.23699422,0.928571429,0.107142857,2.696428571,53.55357143,0.107142857,2.660714286
magenta,4.926282051,7.650641026,12.95192308,414.9166667,8.041666667,288.3525641,1.210526316,0.631578947,2.157894737,163.3684211,0.631578947,89.89473684,4.926282051,7.650641026,12.95192308,414.9166667,8.041666667,288.3525641,1.210526316,0.631578947,2.157894737,163.3684211,0.631578947,89.89473684
magic-wormhole,3.045454545,1.954545455,17.89393939,601.1666667,2.363636364,56.28787879,1.333333333,0.166666667,3.083333333,308,0.208333333,33.91666667,2.814814815,1.641975309,15.2962963,535.8518519,1.987654321,55.91358025,0.555555556,0,1.777777778,407.2222222,0,0
mailinabox,10.11111111,18.88888889,62.44444444,1505.555556,20.22222222,346.5555556,2,2.714285714,8.285714286,317.8571429,2.785714286,168.5714286,10.11111111,18.88888889,62.44444444,1505.555556,20.22222222,346.5555556,2,2.714285714,8.285714286,317.8571429,2.785714286,168.5714286
Mailpile,3.907407407,5.888888889,41.80555556,1239.240741,7.212962963,185.9907407,0.881578947,0.039473684,1.960526316,111.5526316,0.052631579,7.460526316,3.692307692,5.444444444,38.78632479,1161.700855,6.666666667,172.9316239,0.850746269,0.029850746,1.880597015,95.47761194,0.044776119,6.28358209
maltrail,1.363636364,3.443181818,47.84090909,295.8863636,4.602272727,49.47727273,0.6,0.2,0.6,11.8,0.2,5.2,1.363636364,3.443181818,47.84090909,295.8863636,4.602272727,49.47727273,0.6,0.2,0.6,11.8,0.2,5.2
manim,3.125,0.636363636,19.76136364,498.4318182,1.125,28.81818182,0.583333333,0.083333333,0.75,32.66666667,0.083333333,14.66666667,2.978723404,0.606382979,18.55319149,469.1382979,1.063829787,28.85106383,0.333333333,0,0.666666667,25.83333333,0,0
maskrcnn-benchmark,5.615384615,5.461538462,7.076923077,242.3846154,5.538461538,105.7692308,2.045801527,1.717557252,2.389312977,118.648855,1.717557252,67.59541985,3.717948718,3.333333333,4.487179487,175.3333333,3.358974359,75.23076923,1.866666667,1.580952381,2.19047619,112.9142857,1.580952381,69.48571429
material-theme,NA,NA,NA,NA,NA,NA,1.4,0.5,4.1,39.8,0.5,17.8,NA,NA,NA,NA,NA,NA,1.4,0.5,4.1,39.8,0.5,17.8
matplotlib,13.32779097,8.859857482,57.75059382,1708.39905,9.45368171,175.2517815,1.835990888,0.30523918,2.343963554,46.57403189,0.346241458,10.14123007,11.31189084,7.331384016,47.88109162,1413.990253,7.824561404,146.6120858,1.76945245,0.296829971,2.244956772,41.22478386,0.340057637,8.706051873
meshroom,5.163265306,0.408163265,30.18367347,579.8571429,0.510204082,2.551020408,2.018181818,0.018181818,6.054545455,149.2181818,0.018181818,0.163636364,5.078431373,0.392156863,29.49019608,563.7058824,0.490196078,2.450980392,1.981132075,0.018867925,5.811320755,148.509434,0.018867925,0.169811321
metaflow,3.244680851,17.18085106,7.042553191,350.5744681,18,1121.5,1.054945055,1.406593407,1.274725275,52.9010989,1.428571429,111.6593407,3.053571429,15.00892857,6.339285714,317.1964286,15.70535714,1017.758929,0.808219178,0.849315068,0.931506849,30.71232877,0.863013699,21.82191781
microk8s,4.315789474,18.89473684,16.42105263,494.8421053,19.10526316,769.5263158,1.852941176,5.323529412,4.029411765,147.4117647,5.382352941,254.7058824,3.791666667,15.41666667,13.45833333,438.4583333,15.58333333,655.9166667,1.862068966,5.862068966,4.344827586,134.1724138,5.931034483,259.9655172
mimesis,4.964285714,11.6547619,13.4047619,656.952381,12.4047619,658.2142857,0.695652174,0.47826087,0.782608696,593.1304348,0.47826087,585.2608696,4.905882353,11.51764706,13.24705882,649.2235294,12.25882353,650.4705882,0.727272727,0.5,0.818181818,620.0909091,0.5,611.8636364
mindsdb,2.010204082,2.387755102,18.39285714,466.0357143,2.571428571,96.19387755,0.666666667,0.055555556,1.277777778,38.5,0.055555556,0.166666667,2.005076142,2.375634518,18.3248731,464.6852792,2.558375635,95.70558376,0.647058824,0.058823529,1.058823529,29,0.058823529,0.176470588
mininet,5.254237288,4.406779661,31.98305085,725.559322,4.474576271,40.42372881,2.15625,0.375,4.125,65.90625,0.375,1.59375,5.254237288,4.406779661,31.98305085,725.559322,4.474576271,40.42372881,2.15625,0.375,4.125,65.90625,0.375,1.59375
MITMf,1.290322581,0.580645161,8.225806452,289.6129032,0.580645161,3.129032258,0.916666667,0.708333333,2.520833333,143.1875,0.708333333,20.66666667,1.290322581,0.580645161,8.225806452,289.6129032,0.580645161,3.129032258,0.916666667,0.708333333,2.520833333,143.1875,0.708333333,20.66666667
mitmproxy,3.713656388,2.18061674,17.0969163,292.2334802,2.211453744,33.30396476,1.009677419,0.290322581,1.793548387,41.7483871,0.290322581,6.580645161,3.354385965,1.912280702,14.49473684,247.2912281,1.936842105,31.20350877,0.793650794,0.158730159,1.214285714,34.92460317,0.158730159,2.805555556
mkdocs,6.447368421,23.13157895,21.31578947,533.9736842,24.05263158,2111.657895,0.761904762,1.238095238,1.571428571,90.85714286,1.238095238,87.66666667,6.12195122,21.70731707,20.12195122,515.8536585,22.56097561,1976.121951,0.555555556,0.833333333,1,58.27777778,0.833333333,59.05555556
ML-From-Scratch,1.133333333,0.2,7.9,139.3,0.2,2.266666667,1.096153846,0.038461538,2.788461538,64.30769231,0.038461538,0.288461538,1.133333333,0.2,7.9,139.3,0.2,2.266666667,1.096153846,0.038461538,2.788461538,64.30769231,0.038461538,0.288461538
mlflow,6.557103064,15.14763231,13.33983287,522.1420613,15.47075209,598.005571,0.888198758,1.142857143,1.055900621,56.50931677,1.155279503,90.98136646,6.456284153,14.88797814,13.1147541,514.7704918,15.20491803,589.1830601,0.87012987,1.123376623,1.032467532,52.86363636,1.136363636,88.9025974
mlxtend,2.89673913,4.77173913,13.86956522,406.625,4.907608696,160.7934783,1.310344828,1.344827586,2.517241379,216.862069,1.448275862,85.62068966,2.89673913,4.77173913,13.86956522,406.625,4.907608696,160.7934783,1.310344828,1.344827586,2.517241379,216.862069,1.448275862,85.62068966
mmdetection,5.876470588,10.12647059,9.7,261.8264706,10.16176471,371.0352941,0.449635036,0.509489051,0.513868613,25.80437956,0.509489051,25.77518248,5.451697128,9.268929504,8.895561358,250.4020888,9.300261097,347.308094,0.339563863,0.37694704,0.378504673,16.81152648,0.37694704,16.80529595
MMdnn,5.134328358,3.746268657,14.47761194,642.8507463,3.895522388,165.238806,1.089430894,0.455284553,1.918699187,161.9674797,0.471544715,20.2601626,4.161290323,2.903225806,11.53763441,530.4623656,3.032258065,132.8709677,0.93814433,0.381443299,1.371134021,140.8247423,0.381443299,12.43298969
mmf,2.537037037,7.018518519,7.064814815,198.2037037,7.018518519,197.6388889,0.770833333,0.944444444,0.944444444,68.56944444,0.944444444,68.95833333,2.463829787,6.646808511,6.693617021,209.9319149,6.646808511,209.387234,0.64,0.72,0.712,26.816,0.72,27.312
Mobile-Security-Framework-MobSF,1.05,3.316666667,2.616666667,41.43333333,3.566666667,56.96666667,0.346153846,0.461538462,0.423076923,12.61538462,0.461538462,8.403846154,1.05,3.316666667,2.616666667,41.43333333,3.566666667,56.96666667,0.346153846,0.461538462,0.423076923,12.61538462,0.461538462,8.403846154
mongo-python-driver,6.84,6.186666667,55.37333333,1375.88,6.26,178.9266667,1.434782609,0.913043478,1.956521739,84.73913043,0.913043478,36.30434783,6.528301887,5.893081761,52.33962264,1304.238994,5.962264151,172.3018868,1.5,0.857142857,2.071428571,68.35714286,0.857142857,19.85714286
mongoengine,9.513513514,10.14864865,32.67567568,792.527027,10.90540541,416.7702703,1.285714286,0.214285714,2.571428571,100.6428571,0.214285714,9.5,8.395348837,8.76744186,28.53488372,698.3255814,9.418604651,360.1627907,0,0,0,0,0,0
monkey,3.241448692,0.325955734,12.28370221,193.0221328,0.325955734,1.064386318,0.750957854,0.022988506,1.53256705,29.29885057,0.022988506,0.708812261,3.2109375,0.318359375,11.93164063,188.4355469,0.318359375,1.0390625,0.662601626,0.020325203,1.609756098,28.86178862,0.020325203,0.739837398
mopidy,3.598360656,2.967213115,28.41803279,547.3688525,3.385245902,56.59836066,0.636363636,0.545454545,2,13.63636364,0.636363636,8.363636364,3.536,2.928,27.864,534.448,3.344,55.288,0.5,0.25,0.75,15.375,0.25,10.75
moto,8.39701897,9.452574526,17.80352304,924.5365854,9.742547425,505.4647696,0.965517241,1.228448276,1.387931034,70.87068966,1.228448276,65.55172414,8.231481481,9.276455026,17.43783069,907.5992063,9.55952381,497.7380952,0.925233645,1.158878505,1.299065421,58.90186916,1.158878505,55.84579439
moviepy,6.756756757,14.94594595,19.66666667,454.5765766,18.94594595,418.4504505,0.555555556,1,1.111111111,39.88888889,1,38.88888889,6.596491228,14.5877193,19.18421053,443.8421053,18.48245614,408.6666667,0.5,0.833333333,1,36.5,0.833333333,35
mps-youtube,6.444444444,1.277777778,31.11111111,791.8333333,1.5,19.08333333,1.3,0.2,2.2,53.7,0.4,1.6,6.444444444,1.277777778,31.11111111,791.8333333,1.5,19.08333333,1.3,0.2,2.2,53.7,0.4,1.6
multi-v2ray,1,0.576923077,17.80769231,193.1153846,0.576923077,3.346153846,0,0,0,0,0,0,1,0.576923077,17.80769231,193.1153846,0.576923077,3.346153846,0,0,0,0,0,0
mvt,1.666666667,0.287878788,6.378787879,106.8181818,0.287878788,2.560606061,1.230769231,0,2.846153846,56.15384615,0,0,1.657142857,0.271428571,6.171428571,106.2285714,0.271428571,2.414285714,1.111111111,0,2.888888889,38.22222222,0,0
mwlib,3.572727273,0.8,27.61818182,565.6454545,0.818181818,8.172727273,1.435897436,0.128205128,3.512820513,52.41025641,0.128205128,1.307692308,3.575221239,0.778761062,27.13274336,554.7168142,0.796460177,7.955752212,1.25,0.138888889,3.027777778,43.94444444,0.138888889,1.416666667
mycli,8.642857143,2.75,36.75,491.6785714,2.857142857,40.89285714,2.176470588,0.588235294,5.176470588,59.02941176,0.588235294,4.294117647,7.416666667,2.361111111,29.97222222,404.8333333,2.444444444,32.86111111,1.884615385,0.461538462,4.846153846,46.15384615,0.461538462,4.153846154
mycroft-core,6.532846715,3.99270073,22.10218978,615.919708,4.255474453,139.9416058,1.410526316,0.410526316,3.189473684,116.9368421,0.421052632,16.37894737,6.051612903,3.619354839,20.38709677,572.2064516,3.858064516,129.1419355,1.181818182,0.324675325,2.220779221,88.28571429,0.324675325,9.233766234
mypaint,5.396946565,3.633587786,41.40458015,1231.801527,4.053435115,137.0916031,0.714285714,0,0.714285714,70.14285714,0,0,5.396946565,3.633587786,41.40458015,1231.801527,4.053435115,137.0916031,0.714285714,0,0.714285714,70.14285714,0,0
mypy,11.21008403,47.57142857,44.95378151,1041.52521,51.41176471,1274.466387,0.574074074,1.067901235,0.907407407,32.04938272,1.135802469,33.74691358,10.05925926,42.31481481,39.94074074,932.6296296,45.71851852,1138.533333,0.346153846,0.538461538,0.476923077,9.730769231,0.584615385,10.66153846
nameko,4.297619048,1.69047619,34.63095238,736.9880952,1.845238095,54.5,1,0.153846154,2.512820513,63.46153846,0.153846154,6.435897436,4.195402299,1.655172414,33.65517241,714.6896552,1.804597701,53.22988506,0.972222222,0.111111111,2.194444444,61.22222222,0.111111111,5.5
nanodet,1.931506849,0.369863014,7.383561644,352.6712329,0.383561644,5.410958904,0.971428571,0.257142857,1.485714286,47.62857143,0.257142857,3.542857143,1.894736842,0.381578947,7.210526316,341.6973684,0.394736842,5.25,0.96875,0.21875,1.34375,45.09375,0.21875,3.75
neon,5.353982301,4.778761062,11.3539823,555.9424779,4.814159292,630.8451327,1.347826087,1.260869565,1.565217391,150.173913,1.260869565,117.6956522,5.235042735,4.666666667,11.03846154,543.8119658,4.700854701,613.2307692,1.066666667,1.133333333,1.266666667,123,1.133333333,118.8
netbox,3.209401709,11.31623932,33.31623932,764.974359,12.54273504,205.8119658,0.771276596,0.478723404,1.64893617,91.70212766,0.521276596,17.46808511,3.06374502,10.60557769,31.09561753,737.5737052,11.74900398,192.6533865,0.742690058,0.444444444,1.760233918,64.98830409,0.49122807,18.05847953
networkx,7.794425087,9.735191638,22.16027875,853.1184669,10.97560976,513.2996516,2.486166008,1.960474308,4.150197628,160.8102767,2.229249012,116.0790514,6.904761905,8.208994709,18.47354497,712.8412698,9.224867725,432.7116402,1.580246914,1.154320988,2.635802469,99.2345679,1.401234568,80.98765432
newspaper,8.818181818,4.181818182,34.09090909,825.9545455,4.363636364,40.31818182,0.166666667,0,0.5,7.666666667,0,0,8.47826087,4,32.73913043,792.0434783,4.173913043,38.56521739,0,0,0,0,0,0
nginx-proxy,NA,NA,NA,NA,NA,NA,0.386363636,0.022727273,0.568181818,7.022727273,0.022727273,0.545454545,NA,NA,NA,NA,NA,NA,0.386363636,0.022727273,0.568181818,7.022727273,0.022727273,0.545454545
nlp-recipes,4.958333333,0.208333333,24.45833333,1334.25,0.208333333,22.5,2.032520325,0.081300813,5.617886179,210.8780488,0.081300813,3.617886179,3.285714286,0.119047619,15.33333333,877.7380952,0.119047619,12.85714286,2.2,0.095238095,6.038095238,200.9047619,0.095238095,4.238095238
nltk,7.859060403,1.053691275,36.97315436,1139.436242,1.184563758,21.48657718,2,0.085106383,3.978723404,214.7446809,0.106382979,12.59574468,7.754901961,1.032679739,36.20261438,1131.091503,1.163398693,22.82679739,1.615384615,0.051282051,3.256410256,90.53846154,0.051282051,0.256410256
nni,2.350253807,5.223350254,5.253807107,191.715736,5.401015228,199.8680203,0.77090301,2.678929766,1.028428094,63.56020067,8.871237458,1652.665552,1.893238434,4.113879004,4.135231317,173.797153,4.241992883,179.5266904,0.762645914,2.869649805,0.949416342,52.41245136,10.07198444,1901.208171
node-gyp,6.5625,2.145833333,9.708333333,1841.125,2.145833333,58.04166667,1.5,0.5,1.5,43,0.5,1,6.5625,2.145833333,9.708333333,1841.125,2.145833333,58.04166667,1.5,0.5,1.5,43,0.5,1
nose,4.191489362,1.329787234,15.81914894,471.7340426,1.382978723,37.64893617,0.539748954,0.108786611,0.719665272,18.30125523,0.117154812,2.410041841,3.87962963,1.231481481,14.07407407,418.5462963,1.287037037,34.24074074,0.462222222,0.08,0.617777778,15.61777778,0.084444444,1.853333333
nova,15.75462512,8.091528724,39.13437196,1044.932814,9.162609542,209.2823759,1.875,0.420833333,2.675,107.24375,0.516666667,20.14375,14.41427328,7.334203655,35.42732811,952.6901654,8.296779809,190.1662315,1.446927374,0.237430168,2.148044693,83.74860335,0.349162011,17.04189944
ntfy,3.666666667,4.533333333,22.73333333,210.2666667,4.666666667,47.06666667,1.214285714,0.392857143,2.678571429,63.10714286,0.392857143,4.607142857,3.5625,4.4375,22,210.1875,4.5625,45.375,1.185185185,0.296296296,2.37037037,57.7037037,0.296296296,4.037037037
numba,4.466539197,1.969407266,25.78011472,586.749522,2.149139579,59.36328872,1.262068966,0.282758621,3.35862069,122.7103448,0.296551724,19.36551724,4.309222423,1.893309222,24.7034358,568.6871609,2.065099458,57.6636528,1.182608696,0.208695652,2.686956522,88.51304348,0.217391304,17.10434783
numpy,16.26649746,9.893401015,51.0177665,1466.385787,10.39086294,226.0304569,1.057971014,0.217391304,2.550724638,109.2753623,0.217391304,10.57971014,15.28301887,9.221698113,47.74528302,1376.087264,9.683962264,211.8938679,0.694444444,0.166666667,1.935185185,86.80555556,0.166666667,6.231481481
numpy-ml,1,0.5,1.5,151,0.5,8,0.977777778,0.311111111,2.022222222,181.2555556,0.311111111,26.75555556,1.235294118,0.470588235,2.941176471,504.4117647,0.470588235,35.05882353,0.92,0.28,1.8,107.2,0.28,24.37333333
objection,2.352941176,3.264705882,15.14705882,361.0294118,3.352941176,44.08823529,1.08988764,0.730337079,4.550561798,117.9325843,0.752808989,13.64044944,2.35,3.3,13.975,347.375,3.425,51.75,1,0.530120482,4.34939759,106.939759,0.530120482,7.746987952
OCRmyPDF,1.402985075,1.895522388,29.53731343,613.6119403,1.970149254,33.59701493,0.863636364,0.363636364,2.590909091,55.95454545,0.363636364,13.68181818,1.411764706,1.882352941,29.17647059,605.3529412,1.955882353,33.17647059,0.80952381,0.333333333,2.476190476,56.14285714,0.333333333,14.0952381
OctoPrint,4.564593301,5.440191388,34.3062201,1385.095694,6.09569378,138.5167464,0.923076923,0.076923077,1.461538462,70.53846154,0.076923077,5.307692308,4.552380952,5.414285714,34.15714286,1378.9,6.066666667,137.8571429,0.833333333,0.083333333,1.333333333,69.41666667,0.083333333,5.75
ODM,2.388888889,0.814814815,25.85185185,574.0740741,0.833333333,6.277777778,0.613636364,0.022727273,1.068181818,111.25,0.022727273,1.431818182,2.19047619,0.698412698,22.41269841,545.5079365,0.714285714,5.380952381,0.514285714,0.028571429,0.885714286,43.65714286,0.028571429,1.8
offlineimap,11.27027027,2.324324324,51.67567568,844.6756757,2.810810811,42.18918919,1.541666667,0.125,3.958333333,111.625,0.208333333,3.5,10.30952381,2.095238095,46.42857143,757.047619,2.547619048,39.11904762,1.105263158,0.052631579,3,112.4210526,0.105263158,0.105263158
OneForAll,1.481481481,0.160493827,11.45679012,122.4074074,0.172839506,1.456790123,1.235294118,0.058823529,3.294117647,199.6470588,0.058823529,0.176470588,1.477272727,0.147727273,10.82954545,129.6818182,0.159090909,1.340909091,1.1,0.1,3.1,189.7,0.1,0.3
onionshare,2.734693878,0.081632653,9.979591837,236.7959184,0.102040816,0.387755102,0.785714286,0,1.142857143,41.85714286,0,0,2.592592593,0.074074074,9.259259259,221.5740741,0.092592593,0.351851852,0.555555556,0,0.555555556,24.88888889,0,0
openage,2.666666667,0.307692308,7.581196581,351.3931624,0.358974359,20.17094017,1.348101266,0.234177215,2.436708861,64.32911392,0.240506329,17.62025316,2.745098039,0.346405229,7.117647059,305.0653595,0.392156863,26.34640523,0.860655738,0.163934426,1.5,37.72131148,0.163934426,9.12295082
OpenNMT-py,7.352272727,10.04545455,22.46590909,581.6931818,10.22727273,312.1818182,2,1.56,3,136.8,1.56,58.56,6.9375,9.40625,20.875,549.96875,9.572916667,292.9479167,1.823529412,1.176470588,2.823529412,106.5882353,1.176470588,47.82352941
oppia,11.40549273,33.07108239,31.53150242,1274.135703,37.44911147,1682.271405,0.096551724,0.137931034,0.103448276,4.455172414,0.137931034,6.613793103,11.31730769,32.8125,31.28205128,1264.397436,37.15544872,1669.733974,0.085714286,0.114285714,0.092857143,2.514285714,0.114285714,2.65
optuna,8.964497041,0.426035503,34.4260355,622.5857988,0.473372781,5.662721893,1.887931034,0.086206897,6.405172414,177.7327586,0.086206897,0.689655172,8.633333333,0.416666667,33.26111111,611.2444444,0.461111111,5.461111111,1.714285714,0.066666667,5.466666667,150.5714286,0.066666667,0.514285714
osmnx,5.62962963,1.037037037,62.44444444,1815.555556,1.074074074,95.77777778,1,0,1,2,0,0,5.62962963,1.037037037,62.44444444,1815.555556,1.074074074,95.77777778,1,0,1,2,0,0
P4wnP1,NA,NA,NA,NA,NA,NA,0.8,0.15,3.7,419.6,0.15,0.7,NA,NA,NA,NA,NA,NA,0.8,0.15,3.7,419.6,0.15,0.7
package_control,1.385964912,0.239766082,9.485380117,476.3391813,0.245614035,3.035087719,1.184210526,0.210526316,7.973684211,455.9210526,0.210526316,2.105263158,1.375690608,0.243093923,9.143646409,462.4254144,0.248618785,3.005524862,1.178571429,0.178571429,9.642857143,538.5714286,0.178571429,1.964285714
Paddle,6.787059787,12.22768223,14.42915643,576.5159705,12.42506143,644.8083538,1.608140463,5.210694334,2.156424581,171.9744613,5.27773344,667.0015962,5.143093923,9.050828729,10.5160221,449.0607735,9.192265193,516.5801105,1.495481928,7.646084337,1.936746988,160.5572289,7.75,1036.225904
PaddleDetection,3.199170124,6.406639004,6.170124481,229.4190871,6.435684647,291.2904564,0.344594595,0.567567568,0.560810811,57.72297297,0.567567568,57.73648649,3.199170124,6.406639004,6.170124481,229.4190871,6.435684647,291.2904564,0.344594595,0.567567568,0.560810811,57.72297297,0.567567568,57.73648649
PaddleHub,1.755474453,1.441605839,4.361313869,281.7664234,1.441605839,59.91970803,0.716645489,0.139771283,0.790343075,99.31766201,0.139771283,13.24523507,1.735191638,1.379790941,4.271777003,279.3902439,1.379790941,57.42508711,0.706718346,0.140826873,0.763565891,97.13436693,0.140826873,13.38630491
PaddleOCR,5.192982456,1.070175439,17.21052632,506.3157895,1.070175439,36.52631579,1.522580645,0.277419355,3.193548387,196.3290323,0.277419355,12.40645161,4.397260274,0.876712329,14.43835616,466.0958904,0.876712329,30.76712329,1.517985612,0.287769784,3.035971223,181.7697842,0.287769784,12.65467626
pandas,13.93862816,38.86101083,41.25270758,1588.49639,43.02166065,1777.864621,1.4,2.04,1.84,120.904,2.06,140.104,13.32764505,36.99488055,39.22013652,1517.725256,40.93003413,1699.392491,1.201834862,1.651376147,1.518348624,95.71559633,1.669724771,110.6376147
paperless,3.583333333,1.416666667,16.36111111,312.1111111,1.444444444,21.47222222,0.728571429,0.157142857,1.471428571,52.3,0.157142857,5.071428571,3.340909091,1.25,14.29545455,301.4090909,1.272727273,18.90909091,0.532258065,0.112903226,1.016129032,26.37096774,0.112903226,4.774193548
paramiko,9.597560976,3.048780488,48.09756098,1199.426829,3.634146341,92.45121951,0.5,0,1.5,74,0,0,9.493975904,3.012048193,47.55421687,1186.759036,3.590361446,91.3373494,0,0,0,0,0,0
ParlAI,3.689964158,9.695340502,11.18817204,344.844086,9.768817204,342.3978495,0.960474308,1.432806324,1.298418972,64.46047431,1.434782609,72.11067194,3.579564489,9.304857621,10.680067,332.6080402,9.373534338,331.4840871,0.87366167,1.241970021,1.122055675,56.68736617,1.244111349,63.49036403
PathPicker,1.846153846,13.15384615,15.46153846,405.6923077,13.15384615,384.4615385,0.8125,2.6875,2.8125,30,2.6875,29.875,1.8125,11.6875,13.5,336.5,11.6875,319.5,0.615384615,2.076923077,2.307692308,28.46153846,2.076923077,28
pdfminer,3.294117647,0.205882353,24.73529412,1173.941176,0.205882353,0.764705882,NA,NA,NA,NA,NA,NA,3.294117647,0.205882353,24.73529412,1173.941176,0.205882353,0.764705882,NA,NA,NA,NA,NA,NA
peewee,2.565217391,11.27536232,50.86956522,1502.782609,11.79710145,193.3768116,0.941176471,0.117647059,2.529411765,233.7647059,0.117647059,1.882352941,2.434210526,10.26315789,46.38157895,1407.776316,10.73684211,175.9868421,0.8,0,2.8,67.5,0,0
pendulum,1.776699029,1.611650485,7.417475728,329.6407767,1.631067961,21.99029126,0.646341463,0.390243902,1,58.90243902,0.390243902,14.98780488,1.723214286,1.535714286,7.035714286,306.4464286,1.553571429,20.49107143,0.589041096,0.356164384,0.794520548,61.10958904,0.356164384,16.42465753
persepolis,4.528301887,3.245283019,24.73584906,24677.83019,3.339622642,2469.924528,2.25,0.25,3.25,26.25,0.25,4,4.528301887,3.245283019,24.73584906,24677.83019,3.339622642,2469.924528,2.25,0.25,3.25,26.25,0.25,4
pgcli,11.95,8.15,47.575,1001.925,8.55,316.075,2.25,1.3,3.5,76.7,1.3,37.1,11.57142857,7.857142857,45.54761905,956.952381,8.238095238,302.1904762,2.055555556,1.222222222,3.333333333,78.83333333,1.222222222,38.5
picard,6.161676647,1.341317365,40.95808383,2027.94012,1.371257485,19.2994012,2,0,4.083333333,114.3333333,0,0,6.058139535,1.302325581,39.93604651,1975.418605,1.331395349,18.73837209,1.571428571,0,2.857142857,38,0,0
Pillow,7.490421456,0.923371648,28.45977011,566.5249042,1.045977011,28.11111111,2,0.071428571,6.214285714,55.07142857,0.071428571,1.642857143,7.406015038,0.909774436,28.03007519,557.5112782,1.030075188,27.66917293,1.444444444,0,6.555555556,37.33333333,0,0
pip,4.215962441,2.272300469,12.98591549,258.8967136,2.389671362,51.09389671,0.691358025,0.135802469,1.230452675,50.71193416,0.144032922,4.069958848,3.78968254,1.988095238,11.40079365,238.0912698,2.087301587,44.54761905,0.544117647,0.078431373,0.941176471,36.6127451,0.088235294,3.166666667
pip-tools,13.875,12.125,38.90625,793.9375,12.34375,255.65625,0.6,0.333333333,0.666666667,4.8,0.333333333,3.866666667,12.77142857,11.17142857,35.65714286,727.3142857,11.37142857,235.1714286,0.5,0.166666667,0.583333333,1.833333333,0.166666667,0.666666667
pipenv,1.74749499,1.929859719,7.935871743,514.0781563,2.006012024,56.88777555,0.789968652,0.31661442,1.272727273,130.2413793,0.319749216,70.67711599,1.70260223,1.828996283,7.524163569,503.9200743,1.899628253,70.68959108,0.742857143,0.285714286,1.135714286,96.29642857,0.289285714,46.07857143
pipx,3.414634146,11.2195122,10.87804878,267.0487805,11.31707317,284.6585366,1.363636364,2.136363636,2.727272727,83.95454545,2.181818182,85.27272727,3.414634146,11.2195122,10.87804878,267.0487805,11.31707317,284.6585366,1.363636364,2.136363636,2.727272727,83.95454545,2.181818182,85.27272727
pitivi,7.779069767,3.465116279,58.45348837,1579.302326,3.523255814,61.36046512,0.909090909,0.454545455,2.636363636,103.3636364,0.454545455,29.45454545,7.290322581,3.247311828,54.32258065,1471.301075,3.301075269,59.66666667,0.25,0.25,1,31.5,0.25,13
pitivi-pitivi,7.561797753,3.382022472,56.62921348,1534.224719,3.438202247,62.11235955,0.75,0.25,1.75,50.75,0.25,9.125,7.290322581,3.247311828,54.30107527,1471.247312,3.301075269,59.66666667,0.25,0.25,1,31.5,0.25,13
plasma,1.807692308,0.961538462,13.42307692,425.2307692,1.076923077,54.07692308,0.9,0.28,1.96,84.02,0.28,44.46,1.607843137,0.745098039,8.529411765,261.8431373,0.803921569,35.82352941,0.4,0.04,0.48,76.12,0.04,72.08
platformio-core,1.528571429,10.28571429,34.3,564.85,11.82142857,189.9214286,0.7,0.883333333,1.683333333,70.28333333,0.95,58.13333333,1.506756757,9.77027027,32.62162162,542.0135135,11.22297297,181.4054054,0.634615385,0.903846154,1.442307692,59.19230769,0.980769231,62.09615385
playwright-python,2.747572816,11,10.96116505,683.0485437,11.09708738,685.9223301,1.066666667,1.688888889,1.733333333,55.84444444,1.688888889,55.55555556,2.747572816,11,10.96116505,683.0485437,11.09708738,685.9223301,1.066666667,1.688888889,1.733333333,55.84444444,1.688888889,55.55555556
poetry,4.60989011,12.31868132,17.70879121,461.7307692,13.5989011,279.3241758,0.529411765,0.235294118,0.655462185,37.68907563,0.235294118,2.378151261,4.434554974,11.76439791,16.92670157,440.4973822,12.98429319,266.3874346,0.5,0.209090909,0.618181818,39.86363636,0.209090909,2.181818182
PokemonGo-Bot,12.60240964,225.0722892,30.68674699,863.9759036,332.8554217,29455.93976,1.620689655,40.68965517,2.620689655,87.37931034,44.24137931,2123.413793,11.13402062,204.5876289,26.80412371,754.6391753,297.8659794,25828.65979,0.866666667,1.066666667,1.533333333,69.6,1.133333333,69.46666667
poky,9.509202454,9.27607362,46.71779141,1146.588957,10.54601227,324.3680982,1.877604167,0.776041667,3.9140625,141.2890625,0.901041667,43.98177083,7.875,7.038793103,35.7887931,911.3232759,8.038793103,253.7931034,1.40952381,0.561904762,2.587301587,94.35555556,0.634920635,34.54285714
