project,p_avg_exp_authornum,p_avg_pos_authornum,p_avg_both_authornum,p_avg_exp_issuenum,p_avg_pos_issuenum,p_avg_both_issuenum,p_avg_exp_changecmt,p_avg_pos_changecmt,p_avg_both_changecmt,p_avg_exp_changeloc,p_avg_pos_changeloc,p_avg_both_changeloc,p_avg_exp_bugcmt,p_avg_pos_bugcmt,p_avg_both_bugcmt,p_avg_exp_bugloc,p_avg_pos_bugloc,p_avg_both_bugloc
astroquery,4.64,5.055555555555555,5.230769230769231,0.68,0.8333333333333334,0.23076923076923078,19.68,24.27777777777778,21.53846153846154,631.48,791.2777777777778,579.3846153846154,0.8,1.0,0.23076923076923078,208.04,281.1666666666667,4.846153846153846
asyncpg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
attrs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dagster,5.9950248756218905,7.188284518828452,7.638743455497382,2.4203980099502487,3.0209205020920504,3.282722513089005,24.895522388059703,32.2092050209205,36.089005235602095,627.860696517413,876.0962343096235,1001.8115183246073,2.462686567164179,3.079497907949791,3.3403141361256545,47.482587064676615,64.92887029288703,69.2303664921466
DAIN,1.2142857142857142,1.0,1.0,0.0,0.0,0.0,2.0714285714285716,1.1666666666666667,2.3333333333333335,236.21428571428572,235.16666666666666,295.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0
darkflow,1.55,1.2666666666666666,1.8571428571428572,0.05,0.06666666666666667,0.0,3.7,3.466666666666667,6.571428571428571,44.15,29.133333333333333,86.42857142857143,0.05,0.06666666666666667,0.0,1.65,2.2,0.0
dash,8.074074074074074,11.727272727272727,14.125,4.2592592592592595,6.363636363636363,7.625,44.148148148148145,71.45454545454545,86.0,1178.148148148148,1766.1818181818182,2364.875,4.333333333333333,6.363636363636363,7.625,186.85185185185185,261.72727272727275,332.375
dask,15.106382978723405,17.56179775280899,17.98913043478261,39.93617021276596,50.438202247191015,51.641304347826086,53.49645390070922,68.01123595505618,68.6304347826087,1583.9148936170213,2070.7640449438204,2142.8695652173915,41.191489361702125,52.06741573033708,53.33695652173913,1219.595744680851,1606.0449438202247,1655.0326086956522
datasets,3.8823529411764706,4.351851851851852,5.0476190476190474,13.576470588235294,16.537037037037038,19.833333333333332,14.329411764705883,16.85185185185185,20.095238095238095,511.4823529411765,658.3888888888889,863.9761904761905,13.68235294117647,16.62962962962963,20.047619047619047,515.5294117647059,662.9074074074074,875.0952380952381
datasette,2.9565217391304346,3.75,4.0,46.69565217391305,62.833333333333336,66.76923076923077,52.95652173913044,81.5,85.3076923076923,1090.1739130434783,1790.0833333333333,1827.7692307692307,58.0,79.83333333333333,83.07692307692308,1183.9565217391305,1827.1666666666667,1982.0
deap,4.4,7.0,NA,0.2,0.2,NA,14.8,57.6,NA,445.4,1608.0,NA,0.2,0.2,NA,0.8,0.8,NA
DeDRM_tools,3.0,3.0,2.0,0.0,0.0,0.0,5.5,5.0,3.0,288.5,249.33333333333334,186.0,0.0,0.0,0.0,0.0,0.0,0.0
deep-learning-for-image-processing,0.8888888888888888,1.0,1.0,0.0,0.0,0.0,4.944444444444445,4.916666666666667,7.0,239.0,263.1666666666667,349.375,0.0,0.0,0.0,0.0,0.0,0.0
DeepCTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeepFaceLab,2.111111111111111,4.0,2.0,0.7777777777777778,3.0,1.0,24.444444444444443,84.0,69.0,831.3333333333334,3368.5,3090.0,0.7777777777777778,3.0,1.0,11.555555555555555,51.5,29.0
DeepPavlov,4.807017543859649,4.827586206896552,2.857142857142857,17.035087719298247,15.241379310344827,9.428571428571429,13.982456140350877,13.448275862068966,6.142857142857143,351.50877192982455,474.86206896551727,221.66666666666666,19.280701754385966,16.724137931034484,10.095238095238095,943.2105263157895,1071.344827586207,425.95238095238096
DeepSpeed,4.2105263157894735,4.882352941176471,5.310344827586207,11.842105263157896,14.852941176470589,16.93103448275862,8.912280701754385,11.441176470588236,13.03448275862069,543.9649122807018,763.2941176470588,827.448275862069,11.894736842105264,14.941176470588236,17.03448275862069,1520.5438596491229,2315.5588235294117,2509.551724137931
deis,6.166666666666667,5.428571428571429,4.666666666666667,4.0,3.4285714285714284,3.5,31.166666666666668,26.857142857142858,27.333333333333332,1055.1666666666667,910.8571428571429,979.6666666666666,4.833333333333333,4.142857142857143,4.333333333333333,51.333333333333336,44.0,45.0
deluge,3.2129032258064516,3.3492063492063493,4.304878048780488,3.0709677419354837,3.5317460317460316,4.975609756097561,30.070967741935483,34.30952380952381,47.6219512195122,686.1548387096774,799.7301587301587,1120.0243902439024,3.3161290322580643,3.7857142857142856,5.329268292682927,101.1741935483871,114.82539682539682,166.85365853658536
deoplete.nvim,4.7272727272727275,3.8,10.0,8.818181818181818,9.8,28.0,43.81818181818182,45.4,131.0,519.1818181818181,600.2,2182.0,9.454545454545455,10.8,33.0,86.9090909090909,78.4,243.0
Detectron,1.1964285714285714,1.1923076923076923,2.888888888888889,0.26785714285714285,0.4230769230769231,0.8888888888888888,1.5178571428571428,1.5769230769230769,4.222222222222222,13.214285714285714,11.846153846153847,30.88888888888889,0.26785714285714285,0.4230769230769231,0.8888888888888888,2.8035714285714284,4.384615384615385,6.777777777777778
detectron2,4.018348623853211,4.811320754716981,5.170731707317073,0.8623853211009175,1.1320754716981132,1.4146341463414633,13.01834862385321,17.132075471698112,18.51219512195122,387.20183486238534,539.5849056603773,616.7560975609756,0.8623853211009175,1.1320754716981132,1.4146341463414633,8.752293577981652,10.471698113207546,13.390243902439025
diagrams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dirsearch,2.061224489795918,2.1025641025641026,2.107142857142857,1.0816326530612246,1.1025641025641026,1.1071428571428572,3.4489795918367347,3.769230769230769,4.321428571428571,678.0204081632653,844.7435897435897,984.7142857142857,1.0816326530612246,1.1025641025641026,1.1071428571428572,92.24489795918367,107.58974358974359,121.14285714285714
discord.py,16.78125,17.050847457627118,19.23404255319149,5.625,5.779661016949152,6.723404255319149,74.546875,76.98305084745763,92.36170212765957,1742.484375,1788.0169491525423,2140.1063829787236,5.671875,5.830508474576271,6.787234042553192,264.546875,216.3728813559322,251.25531914893617
django-allauth,15.173913043478262,21.5,18.333333333333332,19.73913043478261,28.416666666666668,25.666666666666668,55.56521739130435,78.91666666666667,69.46666666666667,1024.695652173913,1606.5833333333333,1380.1333333333334,20.52173913043478,29.25,26.666666666666668,358.2608695652174,544.6666666666666,470.53333333333336
django-cms,14.530973451327434,16.50632911392405,18.535714285714285,16.309734513274336,19.40506329113924,23.928571428571427,57.7787610619469,69.0253164556962,84.08928571428571,1177.9646017699115,1503.0759493670887,1878.857142857143,18.061946902654867,20.455696202531644,25.25,439.6725663716814,593.9493670886076,757.8928571428571
django-crispy-forms,18.5,22.333333333333332,24.0,17.666666666666668,21.333333333333332,24.5,51.0,59.333333333333336,69.0,541.3333333333334,655.0,766.0,18.333333333333332,21.333333333333332,24.5,219.83333333333334,263.6666666666667,313.0
django-extensions,14.521739130434783,12.916666666666666,16.5,4.434782608695652,3.6666666666666665,3.75,35.95652173913044,34.5,43.5,593.695652173913,645.5,667.75,4.869565217391305,3.8333333333333335,4.75,96.21739130434783,62.333333333333336,87.25
django-haystack,10.862068965517242,11.636363636363637,14.933333333333334,5.689655172413793,6.954545454545454,8.933333333333334,41.310344827586206,46.5,63.13333333333333,892.0,1088.7272727272727,1473.1333333333334,5.827586206896552,7.136363636363637,9.2,104.27586206896552,131.8181818181818,130.13333333333333
django-oscar,6.405797101449275,7.0344827586206895,8.882352941176471,2.1739130434782608,2.5,3.235294117647059,13.289855072463768,14.89655172413793,20.176470588235293,194.7826086956522,218.60344827586206,247.88235294117646,2.2753623188405796,2.6206896551724137,3.3529411764705883,32.73913043478261,38.5,30.823529411764707
django-rest-framework,13.392523364485982,16.53125,17.678571428571427,14.598130841121495,17.96875,20.071428571428573,41.26168224299065,53.34375,55.535714285714285,911.1214953271028,1055.953125,1350.9464285714287,15.074766355140186,18.65625,20.803571428571427,293.58878504672896,381.875,390.3392857142857
django-tastypie,8.7,12.909090909090908,12.615384615384615,7.32,12.409090909090908,12.76923076923077,27.44,47.45454545454545,44.03846153846154,723.16,1396.1818181818182,1265.2692307692307,7.5,12.772727272727273,13.076923076923077,136.9,266.1818181818182,250.15384615384616
DjangoBlog,3.054054054054054,3.1666666666666665,3.5714285714285716,2.5675675675675675,2.625,3.6666666666666665,17.2972972972973,16.875,24.238095238095237,284.1621621621622,352.0416666666667,386.57142857142856,2.5675675675675675,2.625,3.6666666666666665,30.243243243243242,36.25,47.666666666666664
doccano,1.1176470588235294,1.5,1.5,0.29411764705882354,0.5,0.5,3.7058823529411766,5.2,5.3,68.70588235294117,109.2,109.3,0.29411764705882354,0.5,0.5,2.823529411764706,4.8,4.8
docker-py,13.175,16.142857142857142,16.5,2.725,3.4642857142857144,3.5,39.25,50.035714285714285,51.625,753.6,983.4642857142857,940.75,3.1,4.0,3.9375,78.925,105.10714285714286,136.25
docker-stacks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
docutils,4.3076923076923075,4.9423076923076925,5.419354838709677,0.2153846153846154,0.2692307692307692,0.3225806451612903,34.50769230769231,40.44230769230769,48.935483870967744,1044.4615384615386,1275.2884615384614,1571.1612903225807,0.23076923076923078,0.28846153846153844,0.3548387096774194,2.3384615384615386,2.923076923076923,4.032258064516129
dotbot,4.0,3.4,5.0,0.8333333333333334,0.8,0.5,7.333333333333333,5.2,10.5,103.33333333333333,81.2,126.0,0.8333333333333334,0.8,0.5,14.166666666666666,14.6,6.0
dowhy,3.0555555555555554,4.0,3.227272727272727,4.277777777777778,6.136363636363637,6.0,10.194444444444445,14.227272727272727,11.954545454545455,358.1388888888889,499.1818181818182,497.1363636363636,4.277777777777778,6.136363636363637,6.0,219.75,330.27272727272725,338.40909090909093
dvc,6.71304347826087,7.47972972972973,7.931372549019608,22.617391304347827,27.5472972972973,29.705882352941178,28.721739130434784,34.770270270270274,36.01960784313726,582.1565217391304,731.9797297297297,804.4803921568628,23.652173913043477,28.763513513513512,31.00980392156863,510.0695652173913,640.6216216216217,765.2254901960785
dymos,1.9583333333333333,2.230769230769231,2.235294117647059,9.458333333333334,13.076923076923077,11.588235294117647,10.75,15.0,13.411764705882353,507.5416666666667,706.4615384615385,662.4705882352941,9.666666666666666,13.384615384615385,11.823529411764707,471.1666666666667,663.6153846153846,611.1764705882352
