project,exp-min,exp-1/4,exp-2/4,exp-3/4,exp-max,exp-avg,imp-min,imp-1/4,imp-2/4,imp-3/4,imp-max,imp-avg,i/e-min,i/e-1/4,i/e-2/4,i/e-3/4,i/e-max,i/e-avg
angr,0,1,1,4,127,3.622411693,0,1,1,4,127,4.055319149,NA,1,1,1,1,1.119508077
anki,0,0,0,0,10,0.487804878,0,0,0,1,10,0.867768595,NA,NA,NA,NA,1,1.77892562
ansible,0,2,4,9,190,7.702518519,0,2,5,11,190,9.972972973,NA,1,1.25,1.222222222,1,1.294767802
apex,0,1,1,2,15,1.77486911,0,1,1,2,15,2.23255814,NA,1,1,1,1,1.25787199
apistar,1,2,2.5,10,35,6.75,1,2,5,10,16,6.769230769,1,1,2,1,0.457142857,1.002849003
apprise,0,2,7,11,104,8.52173913,0,2,5,9,104,7.463414634,NA,1,0.714285714,0.818181818,1,0.87580886
apscheduler,0,0,0,0,5,0.163265306,0,0,0,0,2,0.166666667,NA,NA,NA,NA,0.4,1.020833333
ArchiveBox,0,0,0,0,1,0.011363636,0,0,0,0,1,0.02173913,NA,NA,NA,NA,1,1.913043478
asm-dude,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
astroquery,0,0,0,0,6,0.383966245,0,0,0,1,6,0.611111111,NA,NA,NA,NA,1,1.591575092
asyncpg,1,2,5,9,64,10.69565217,0,2,5,8.25,64,9.821428571,0,1,1,0.916666667,1,0.918263647
attrs,0,1,9,21,183,17.86842105,0,4.25,13,26.75,183,27.5,NA,4.25,1.444444444,1.273809524,1,1.539027982
dagster,0,0,1,2,59,1.473684211,0,0,1,3,37,2.089219331,NA,NA,1,1.5,0.627118644,1.417684546
DAIN,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
darkflow,0,0,0,0,1,0.03125,0,0,0,0,1,0.043478261,NA,NA,NA,NA,1,1.391304348
dash,0,0,0,2,33,1.403846154,0,0,0,1,33,1.172661871,NA,NA,NA,0.5,1,0.835320784
dask,1,7,19,36.5,467,35.07174888,1,10,24.5,45.25,467,42.38095238,1,1.428571429,1.289473684,1.239726027,1,1.208407158
datasets,0,1,4,7.75,122,6.784172662,0,2,5,11,122,10.86238532,NA,2,1.25,1.419354839,1,1.60113633
datasette,0,5,13,34,267,33.50819672,0,5.75,18.5,66,267,44.19444444,NA,1.15,1.423076923,1.941176471,1,1.318914438
deap,0,0,0,0,1,0.2,0,0,0,0,1,0.126984127,NA,NA,NA,NA,1,0.634920635
DeDRM_tools,0,0,0,0,2,0.107142857,0,0,0,0,2,0.0625,NA,NA,NA,NA,1,0.583333333
deep-learning-for-image-processing,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
DeepCTR,0,2,3,6,10,3.756756757,5,6,7,8,9,7,NA,3,2.333333333,1.333333333,0.9,1.863309353
DeepFaceLab,0,0,0,0,5,0.180451128,0,0,0,0,5,0.355555556,NA,NA,NA,NA,1,1.97037037
DeepPavlov,0,2,3,10,159,11.67202572,0,2,3.5,7.25,159,12.75862069,NA,1,1.166666667,0.725,1,1.093093949
DeepSpeed,0,1,3,7,118,7.354166667,0,2,4,11.5,118,10.61445783,NA,2,1.333333333,1.642857143,1,1.443325711
deis,0,0,0,2,16,1.452830189,0,0,0,2,16,1.92,NA,NA,NA,1,1,1.321558442
deluge,0,0,1,2,54,2.319838057,0,0,1,2,54,2.994117647,NA,NA,1,1,1,1.290658043
deoplete.nvim,0,0,0,4,62,4.76744186,0,5.5,9.5,15,62,15,NA,NA,NA,3.75,1,3.146341463
Detectron,0,0,0,0,5,0.243902439,0,0,0,0,3,0.388888889,NA,NA,NA,NA,0.6,1.594444444
detectron2,0,0,0,0,11,0.459330144,0,0,0,1,11,0.697802198,NA,NA,NA,NA,1,1.519173535
diagrams,0,1,2,2,41,1.853658537,6,6.75,7.5,8.25,9,7.5,NA,6.75,3.75,4.125,0.219512195,4.046052632
dirsearch,0,0,1,2,4,1.176724138,0,0,0,2,4,0.709677419,NA,NA,0,1,1,0.603095829
discord.py,0,0,1,5,35,3.854368932,0,1,3,6,35,5.164383562,NA,NA,3,1.2,1,1.339877851
django-allauth,0,0,0,1,52,2.144050104,0,0,1,3,52,3.542016807,NA,NA,NA,3,1,1.652021471
django-cms,0,2,4,10,122,9.420074349,0,4,7,18,122,14.3115942,NA,2,1.75,1.8,1,1.519265525
django-crispy-forms,1,7,15,21,43,17.28571429,5,15,21,36,43,23.33333333,5,2.142857143,1.4,1.714285714,1,1.349862259
django-extensions,0,0,1,4,24,2.864661654,0,0,1,5.5,24,3.953488372,NA,NA,1,1.375,1,1.380089117
django-haystack,0,0,1,4,29,3.01754386,0,0,1,4.75,29,3.945945946,NA,NA,1,1.1875,1,1.307668133
django-oscar,0,0,0,1,18,0.801587302,0,0,1,2,18,1.182142857,NA,NA,NA,2,1,1.474752475
django-rest-framework,0,3,7,13,133,13.00806452,0,5.5,9,19.5,133,16.22891566,NA,1.833333333,1.285714286,1.5,1,1.24760418
django-tastypie,0,0,1,3,85,3.8,0,1,2,10,85,8.204545455,NA,NA,2,3.333333333,1,2.159090909
DjangoBlog,0,0,1,3,14,1.936507937,0,1,2,3,14,2.794117647,NA,NA,2,1,1,1.442864031
doccano,0,0,0,0,3,0.079545455,0,0,0,0,3,0.12244898,NA,NA,NA,NA,1,1.539358601
docker-py,0,0,0,2,31,1.3515625,0,0,1,2,31,2.311111111,NA,NA,NA,1,1,1.709955042
docker-stacks,0,0,0,0,0,0,0,0,0,0,3,0.210526316,NA,NA,NA,NA,NA,NA
docutils,0,0,0,0,3,0.103626943,0,0,0,0,3,0.202702703,NA,NA,NA,NA,1,1.956081081
dotbot,0,0,0,0,3,0.227272727,0,0,0,1,3,0.555555556,NA,NA,NA,NA,1,2.444444444
dowhy,0,1,1,3,18,2.818181818,0,1,3,7,18,4.434782609,NA,1,3,2.333333333,1,1.573632539
dvc,0,5,12,24,160,18.88344988,0,6,15.5,30.75,160,22.42810458,NA,1.2,1.291666667,1.28125,1,1.187712241
dymos,0,1,2,4,41,3.951219512,0,2,4,8,41,6.447058824,NA,2,2,2,1,1.631663036
easytrader,0,0,1.5,4.5,14,3.3,0,0.25,2,4.5,14,3.428571429,NA,NA,1.333333333,1,1,1.038961039
edgedb,0,2,5,16,164,14.82666667,0,4,8.5,26,121,18.3940678,NA,2,1.7,1.625,0.737804878,1.240607091
Eel,0,0,0,1.75,15,1.444444444,0,0,0,0,0,0,NA,NA,NA,0,0,0
eht-imaging,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
elastalert,0,0,0,2,6,1.333333333,0,0,1,5,6,2.363636364,NA,NA,NA,2.5,1,1.772727273
elasticsearch-dsl-py,0,0,0,1,37,3.761904762,0,0,0,4.5,37,5.25,NA,NA,NA,4.5,1,1.39556962
elasticsearch-py,0,0,0,0,29,1.189189189,0,0,0.5,5.5,10,3,NA,NA,NA,NA,0.344827586,2.522727273
electrum,0,0,2,6,91,5.484251969,0,1,3,8,91,7.031413613,NA,NA,1.5,1.333333333,1,1.282109876
emissary,0,0,0,0,6,0.387434555,0,0,0,0,6,0.37414966,NA,NA,NA,NA,1,0.965710609
espnet,0,0,0,0,7,0.171288744,0,0,0,0,7,0.177664975,NA,NA,NA,NA,1,1.037225042
esptool,0,0,0,0,51,1.340425532,0,0,0,0,51,1.575,NA,NA,NA,NA,1,1.175
EverydayWechat,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
explainshell,0,0,0,0.25,8,1,0,0,0,1,9,1.263157895,NA,NA,NA,4,1.125,1.263157895
fabric,0,0,0,1.75,6,1.147058824,0,0,1,2,6,1.5,NA,NA,NA,1.142857143,1,1.307692308
facenet,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
faceswap,0,1,3,12,76,8.942675159,0,1,4,12,76,10.45132743,NA,1,1.333333333,1,1,1.168702569
fail2ban,0,0,1,3,9,1.851351351,0,0,2,3,9,2.113207547,NA,NA,2,1,1,1.141440573
fairseq,0,1,2,6,97,5.608424337,0,1,2,7,97,6.435483871,NA,1,1,1.166666667,1,1.147467361
faker,0,2,3,4,107,4.719489982,0,2,4,6,107,6.320610687,NA,1,1.333333333,1.5,1,1.339257147
falcon,1,4,8,20,180,15.7804878,1,5,11,23,180,18.63302752,1,1.25,1.375,1.15,1,1.180763722
fastapi,0,1,2,5,76,3.630071599,0,2,4,6,76,5.032520325,NA,2,2,1.2,1,1.386341891
FATE,0,0,0,0,2,0.0125,0,0,0,0,2,0.015202703,NA,NA,NA,NA,1,1.216216216
faust,0,0,0,1,13,0.800687285,0,0,0,1,13,1.092783505,NA,NA,NA,1,1,1.364806867
featuretools,0,5,152,184.5,279,118.5037037,1,156,177,196,279,166.3114754,NA,31.2,1.164473684,1.062330623,1,1.403428502
flair,0,0,0,1,7,0.656716418,0,0,0,1,7,0.673469388,NA,NA,NA,1,1,1.025510204
Flashlight,0,0,0,0,3,0.041825095,0,0,0,0,1,0.020689655,NA,NA,NA,NA,0.333333333,0.494670846
flask,0,0,0,1,31,2.215686275,0,0,1,2,31,2.847826087,NA,NA,NA,2,1,1.285302039
flask-admin,0,0,0,2,39,2.352941176,0,0,0,4,39,3.463768116,NA,NA,NA,2,1,1.472101449
Flask-AppBuilder,0,0,0,1,53,2.111111111,0,0,1,4,53,3.637931034,NA,NA,NA,4,1,1.72323049
flask-sqlalchemy,0,0,0,0,3,0.384615385,0,0,0,0,3,0.333333333,NA,NA,NA,NA,1,0.866666667
flocker,0,0,0,0,3,0.140939597,0,0,0,0,3,0.154255319,NA,NA,NA,NA,1,1.094478217
flower,0,1.75,5,10,25,6.409090909,0,4.75,10,11.5,24,9.5,NA,2.714285714,2,1.15,0.96,1.482269504
fluo-muchos,1,3.5,6,10.5,19,7.714285714,1,2.5,4,11.5,19,8,1,0.714285714,0.666666667,1.095238095,1,1.037037037
folium,0,1,4,8,36,6.0625,0,1,3,8,36,6.757575758,NA,1,0.75,1,1,1.114651671
formspree,0,0,0,1,2,0.428571429,0,0,0,1,2,0.4375,NA,NA,NA,1,1,1.020833333
freqtrade,0,0,1,2,35,1.944444444,0,0,1,3,35,2.895238095,NA,NA,1,1.5,1,1.488979592
full-stack-fastapi-postgresql,0,2,3,4,8,3.325581395,3,3,4,6,7,4.6,NA,1.5,1.333333333,1.5,0.875,1.383216783
gajim,0,0,0,1,23,1.457142857,0,0,0,2,23,1.722891566,NA,NA,NA,2,1,1.182376565
gallery-dl,0,1,3,6,102,6.994818653,0,1,3,7,85,7.339869281,NA,1,1,1.166666667,0.833333333,1.04932946
Games,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
GamestonkTerminal,0,1,2,3,27,2.539877301,0,2,3,5,16,4.130434783,NA,2,1.5,1.666666667,0.592592593,1.626233984
gensim,0,0,0,0,131,3.546120059,0,0,0,4,131,4.773364486,NA,NA,NA,NA,1,1.346080902
geopy,0,1,1,3,15,2.571428571,0,1,2,3.5,12,3.052631579,NA,1,2,1.166666667,0.8,1.187134503
ggpy,0,0,0,0,2,0.048076923,0,0,0,0,2,0.055555556,NA,NA,NA,NA,1,1.155555556
gitsome,0,0,0,0,8,0.121794872,0,0,0,0,8,0.14,NA,NA,NA,NA,1,1.149473684
gixy,0,0,0,1,2,0.617021277,0,0,1,1.75,2,0.884615385,NA,NA,NA,1.75,1,1.433687003
glance,0,1,3,7,45,5.69,0,1,2,7,45,5.474576271,NA,1,0.666666667,1,1,0.962139942
glances,0,1,3,9,56,7.038095238,0,1,3,8,56,7.114285714,NA,1,1,0.888888889,1,1.01082544
gluon-cv,0,1,3,8,123,8.684881603,0,1,3,9,65,8.5,NA,1,1,1.125,0.528455285,0.978712248
gmvault,0,0,0,0,2,0.142857143,0,0,0,0,2,0.185185185,NA,NA,NA,NA,1,1.296296296
Gooey,0,0,0,1,19,1.242990654,0,0,0,1.25,7,1.194444444,NA,NA,NA,1.25,0.368421053,0.960944027
google-api-python-client,0,1,2,4,63,6.052631579,1,2.75,6,12.25,63,14.79166667,NA,2.75,3,3.0625,1,2.44384058
gpodder,0,1,1,2,23,2.425531915,0,1,1,2,23,2.5,NA,1,1,1,1,1.030701754
gradio,0,0,0,1,4,0.692307692,0,0,0,0.5,4,0.4,NA,NA,NA,0.5,1,0.577777778
graphene,0,1,6,9,31,5.85046729,0,2,7,11,23,7.169811321,NA,2,1.166666667,1.222222222,0.741935484,1.225510881
graphene-django,0,1,2,5,32,4.878787879,0,2,5,13,32,8.102564103,NA,2,2.5,2.6,1,1.660774009
great_expectations,0,3,8,22,203,18.06415621,0,4,12,34,203,24.12207792,NA,1.333333333,1.5,1.545454545,1,1.33535592
guake,0,1,2.5,7.25,62,7.107142857,0,0.75,2.5,7.5,62,7.65,NA,0.75,1,1.034482759,1,1.07638191
gunicorn,0,0,1.5,6.75,85,6.653846154,0,0,3,11.5,85,10.41025641,NA,NA,2,1.703703704,1,1.564547206
gym,0,0,5,8,58,7.118421053,0,0,5,11.25,58,8.2875,NA,NA,1,1.40625,1,1.164232902
h4cker,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
haipproxy,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
HanLP,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
haxor-news,0,0,1,1.25,105,3.725,0,0,1,3,6,1.6,NA,NA,1,2.4,0.057142857,0.429530201
healthchecks,0,0,1,2,60,2.726368159,0,0,1,2.75,60,2.882716049,NA,NA,1,1.375,1,1.05734658
home-assistant,0,1,3,10,316,20.12243151,0,1,3,10,298,20.40452112,NA,1,1,1,0.943037975,1.014018664
horizon,0,0,2,6,103,5.433666191,0,1,4,10,103,8.45045045,NA,NA,2,1.666666667,1,1.555202354
horovod,0,1,2,6,140,6.187214612,0,1,3,7,52,5.845588235,NA,1,1.5,1.166666667,0.371428571,0.94478511
httpie,0,3,8,14,38,10,0,6.5,11,18,36,12.1627907,NA,2.166666667,1.375,1.285714286,0.947368421,1.21627907
httpx,1,8,19,39,112,26.45454545,1,16,25,39,112,31.96666667,1,2,1.315789474,1,1,1.20836197
huey,0,0,1,5,25,3,0,0,1,5.25,25,4.107142857,NA,NA,1,1.05,1,1.369047619
hug,0,0,0,1,13,1.015873016,0,0,0,1,13,1.3,NA,NA,NA,1,1,1.2796875
hy,0,0.5,4,14.75,96,10.7,0,3.5,14,23,96,23.28571429,NA,7,3.5,1.559322034,1,2.17623498
hydra,0,1,2,7,46,5.395721925,0,2,4,9,46,7.485714286,NA,2,2,1.285714286,1,1.387342489
hyperopt,0,1,3,5,24,4.666666667,1,3,4,8,24,6.206896552,NA,3,1.333333333,1.6,1,1.330049261
hypothesis,0,0,0,0,8,0.321937322,0,0,0,1,8,0.596899225,NA,NA,NA,NA,1,1.854085203
igbot,0,0,0,1,5,0.603773585,0,0,0,0,5,0.389473684,NA,NA,NA,0,1,0.645065789
ignite,0,6,13,35,109,22.40983607,0,6,15,43.5,109,25.71428571,NA,1,1.153846154,1.242857143,1,1.147455324
imagededup,0,0,0,2,6,1.333333333,0,0.5,4,4.5,6,2.857142857,NA,NA,NA,2.25,1,2.142857143
imbalanced-learn,0,4,8,13,40,9.32173913,0,5.25,11.5,15.25,38,12.10714286,NA,1.3125,1.4375,1.173076923,0.95,1.298807303
imgaug,0,1,2.5,5.75,26,3.801886792,0,0,1,5,26,3.062992126,NA,0,0.4,0.869565217,1,0.805650534
impacket,0,0,0,1,7,0.708502024,0,0,0,2,7,0.846938776,NA,NA,NA,2,1,1.195393586
imutils,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
infrastructure-puppet,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
insightface,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
InstaPy,0,0,2,6.5,62,7.714285714,0,2,4,27,62,14.93333333,NA,NA,2,4.153846154,1,1.935802469
inter,0,0,0,0,2,0.333333333,0,0,0,0,2,0.318181818,NA,NA,NA,NA,1,0.954545455
invoke,0,0,0,2,24,2.361904762,0,0,1,5.75,24,4.043478261,NA,NA,NA,2.875,1,1.711956522
ipython,0,0,1,3,26,2.147601476,0,1,2,4,26,3.154411765,NA,NA,2,1.333333333,1,1.468806853
isort,0,0,1,3,90,5.30952381,0,0,3,7.5,90,12.68421053,NA,NA,3,2.5,1,2.388954449
jax,0,0,2,9,252,11.11929825,0,0,1,6.75,120,10.60465116,NA,NA,0.5,0.75,0.476190476,0.953715867
jieba,0,0,0,1,13,1.483870968,0,0,1,5.5,13,3.571428571,NA,NA,NA,5.5,1,2.406832298
jsonschema,0,0,1,4.5,15,2.958333333,0,1,2,7,15,4.6,NA,NA,2,1.555555556,1,1.554929577
jumpgate,0,0,0,0,4,0.422222222,0,0,0,0.5,4,0.487179487,NA,NA,NA,NA,1,1.153846154
jumpserver,0,1,2,5,95,6.306156406,0,1,3,8,95,9.097165992,NA,1,1.5,1.6,1,1.442584897
kafka-python,0,1,2,6,100,6.45112782,0,1,3,11.75,100,9.864864865,NA,1,1.5,1.958333333,1,1.529169029
KaraKara,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
keras,0,4,8,17,195,17.31791908,1,4,10.5,22,195,21.68085106,NA,1,1.3125,1.294117647,1,1.251931654
keras-retinanet,0,0,0,1,6,0.64,0,0,1,1.25,6,1.3,NA,NA,NA,1.25,1,2.03125
keras-rl,0,0,3,4,20,3.097560976,0,1.75,3,5,20,4.416666667,NA,NA,1,1.25,1,1.425853018
kibble,0,0,0,0,0,0,0,0,0,0,1,0.015384615,NA,NA,NA,NA,NA,NA
kinto,0,1,3,6,31,4.267515924,0,2,4,6,31,4.909090909,NA,2,1.333333333,1,1,1.150339213
kitty,0,0,1,5,98,5.094117647,0,0,2,6,98,6.138211382,NA,NA,2,1.2,1,1.204960664
kivy,0,1,1,3,74,3.293981481,0,1,2,5,74,4.807531381,NA,1,2,1.666666667,1,1.459489499
knowledge-repo,0,1,1,4,20,2.617977528,0,1,2,5,20,3.551020408,NA,1,2,1.25,1,1.356398353
koalas,0,5,12,28,651,44.98924731,0,7,15,44,651,53.79710145,NA,1.4,1.25,1.571428571,1,1.195776873
kornia,0,4,8.5,14,92,10.56390977,0,4,10,16.5,92,12,NA,1,1.176470588,1.178571429,1,1.13594306
kube-hunter,1,3,6,10,23,7.327868852,1,7,8,12,23,9.789473684,1,2.333333333,1.333333333,1.2,1,1.335923702
label-studio,1,4,7,21.75,100,15.13768116,1,4,17,27,96,18.20547945,1,1,2.428571429,1.24137931,0.96,1.202659724
labelme,0,0,0,0,9,0.529411765,0,0,0,0.25,9,0.85,NA,NA,NA,NA,1,1.605555556
Lasagne,0,0,0,0,11,0.566037736,0,0,0,1,11,1.105263158,NA,NA,NA,NA,1,1.952631579
LaZagne,0,0,0,1,6,0.547368421,0,0,0,1,6,0.761904762,NA,NA,NA,1,1,1.391941392
lbry-sdk,0,0,0,0,5,0.103174603,0,0,0,0,2,0.115606936,NA,NA,NA,NA,0.4,1.120497999
lektor,0,1,2,4,17,3.067567568,0,2,3,4,17,3.543859649,NA,2,1.5,1,1,1.155267022
libcloud,0,0,0,1,95,1.928571429,0,0,1,2,95,2.948387097,NA,NA,NA,2,1,1.528793309
librosa,2,7,19,32,70,22.28070175,0,0,0,0,0,0,0,0,0,0,0,0
linkchecker,0,0,0,0,1,0.003831418,0,0,0,0,1,0.006896552,NA,NA,NA,NA,1,1.8
livestreamer,0,0,0,1,16,1.073825503,0,0,0,1,16,1.446808511,NA,NA,NA,1,1,1.347340426
localstack,0,1,3,13,187,15.58091286,0,3,10,39.25,187,28.58823529,NA,3,3.333333333,3.019230769,1,1.834824156
locust,0,0,1,3,25,3.287878788,0,0,1,6,25,4.404255319,NA,NA,1,2,1,1.339543092
loguru,0,0,1,4,50,3.511111111,0,1,2,5,50,4.621621622,NA,NA,2,1.25,1,1.316284639
luigi,0,2,3,7,70,6.497777778,0,3,5,11,70,9.3375,NA,1.5,1.666666667,1.571428571,1,1.437029754
lutris,0,0,1,3,63,3.559808612,0,1,2,8,63,6.191489362,NA,NA,2,2.666666667,1,1.739275909
magenta,0,3,6,11,47,8.09556314,0,4,8,12.5,39,9.170068027,NA,1.333333333,1.333333333,1.136363636,0.829787234,1.132727627
magic-wormhole,0,0,1,2,15,1.641975309,0,0,1,2,15,2.035714286,NA,NA,1,1,1,1.239795918
mailinabox,0,3,13,25,46,16,3,8.5,14,19.5,25,14,NA,2.833333333,1.076923077,0.78,0.543478261,0.875
Mailpile,0,0,1,6,34,4.253333333,0,0,1,6.75,34,4.885245902,NA,NA,1,1.125,1,1.148568786
maltrail,0,1,1,1.5,126,3.494252874,1,1,1.5,12.25,43,11.75,NA,1,1.5,8.166666667,0.341269841,3.362664474
manim,0,0,0,0.75,7,0.627906977,0,0,0,0.75,7,0.677419355,NA,NA,NA,1,1,1.078853047
maskrcnn-benchmark,0,1,1,3,16,2.228346457,0,1,2,3.5,16,3.016949153,NA,1,2,1.166666667,1,1.353895909
material-theme,0,0,1,1,2,0.714285714,0,0.5,1,1.5,2,1,NA,NA,1,1.5,1,1.4
matplotlib,0,0,1,3,203,4.663834951,0,0,1,4,203,5.514851485,NA,NA,1,1.333333333,1,1.182471409
meshroom,0,0,0,0,3,0.221052632,0,0,0,0,1,0.137931034,NA,NA,NA,NA,0.333333333,0.623973727
metaflow,0,1,2,25,57,10.55151515,0,1,3,25,57,12.06542056,NA,1,1.5,1,1,1.143477537
microk8s,1,2,5,20,85,13.84615385,2,2,2.5,7.25,27,6.071428571,2,1,0.5,0.3625,0.317647059,0.438492063
mimesis,0,4,8,16,43,10.59139785,0,3,9,20,43,11.80327869,NA,0.75,1.125,1.25,1,1.114421237
mindsdb,0,0,0,4,19,2.775147929,0,0,0.5,8,15,3.481481481,NA,NA,NA,2,0.789473684,1.254521046
mininet,0,1,2,4,26,3.071428571,0,3,4,6,26,6.074074074,NA,3,2,1.5,1,1.977605512
MITMf,0,0,0,1,5,0.735294118,0,0,0,1,4,0.842105263,NA,NA,NA,1,0.8,1.145263158
mitmproxy,0,0,0,2,14,1.472295515,0,0,0,2,14,1.547770701,NA,NA,NA,1,1,1.051263612
mkdocs,1,5,18,28,63,18.91489362,1,18,22,34.5,63,25.22222222,1,3.6,1.222222222,1.232142857,1,1.333458318
ML-From-Scratch,0,0,0,0,1,0.1,0,0,0,0,1,0.093023256,NA,NA,NA,NA,1,0.930232558
mlflow,0,2,6,15,130,13.06791569,0,5,10,22,130,17.99141631,NA,2.5,1.666666667,1.466666667,1,1.376762502
mlxtend,0,3,4,5,25,4.473170732,0,3,4,8,25,6.303571429,NA,1,1,1.6,1,1.409195358
mmdetection,0,2,5,10,111,8.840749415,0,3,6,12,111,10.41624365,NA,1.5,1.2,1.2,1,1.178208223
MMdnn,0,0,1,2,16,2.089041096,0,1,1,4,16,2.945054945,NA,NA,1,2,1,1.409764006
mmf,0,1,3,6,39,5.312903226,0,2.25,5,9.75,39,7.410526316,NA,2.25,1.666666667,1.625,1,1.394816732
Mobile-Security-Framework-MobSF,0,0,2,4.75,22,2.858974359,0,2,5,6,9,4.352941176,NA,NA,2.5,1.263157895,0.409090909,1.522553416
mongo-python-driver,0,1,3,8,52,5.615384615,0,2,4,9.5,52,7.286956522,NA,2,1.333333333,1.1875,1,1.297677189
mongoengine,0,0.25,2,7,119,10.05405405,0,0,2,7,119,10.81666667,NA,0,1,1,1,1.075851254
monkey,0,0,0,0,4,0.253393665,0,0,0,1,3,0.381165919,NA,NA,NA,NA,0.75,1.504244074
mopidy,0,0,2,4,26,3.37962963,0,1,3,5.75,26,4.774193548,NA,NA,1.5,1.4375,1,1.412638091
moto,0,2,3,6,199,9.04516129,0,2,5,23,199,15.56851312,NA,1,1.666666667,3.833333333,1,1.721197955
moviepy,0,5,8,21,83,15.97087379,0,5,7,20,83,15.97297297,NA,1,0.875,0.952380952,1,1.000131438
mps-youtube,0,0,0,1,26,1.11627907,0,0,0,1,4,0.818181818,NA,NA,NA,1,0.153846154,0.732954545
multi-v2ray,0,0,0,1,3,0.576923077,0,0,0,1,3,0.533333333,NA,NA,NA,1,1,0.924444444
mvt,0,0,0,0,5,0.260273973,0,0,0,0,5,0.25,NA,NA,NA,NA,1,0.960526316
mwlib,0,0,0,1,20,0.898989899,0,0,0,1,20,1.012820513,NA,NA,NA,1,1,1.12662057
mycli,0,1,1,2,20,1.666666667,0,1,2,3,20,2.956521739,NA,1,2,1.5,1,1.773913043
mycroft-core,0,0,1,3,59,2.900497512,0,0,1,3.5,20,2.981308411,NA,NA,1,1.166666667,0.338983051,1.027861047
mypaint,0,0,2,5,23,3.606060606,0,1,3,5,23,4.146788991,NA,NA,1.5,1,1,1.149949888
mypy,0,5,15,41,690,41.6,0,7,16,53.75,690,50.9950495,NA,1.4,1.066666667,1.31097561,1,1.225842536
nameko,0,0,1,2,10,1.37037037,0,0,1,3,10,2.16,NA,NA,1,1.5,1,1.576216216
nanodet,0,0,0,1,3,0.339622642,0,0,0,1,3,0.5,NA,NA,NA,1,1,1.472222222
neon,0,2,3,8,30,4.723684211,0,2,3,8,30,5.040609137,NA,1,1,1,1,1.067092742
netbox,0,0,2,8,189,7.845697329,0,1,4,14.5,189,12.08176101,NA,NA,2,1.8125,1,1.539921883
networkx,0,2,4,10,81,7.719072165,0,2,5,10,81,8.276923077,NA,1,1.25,1,1,1.072269167
newspaper,0,1.25,3.5,6,14,4.181818182,0,2,4,7.5,14,5.0625,NA,1.6,1.142857143,1.25,1,1.210597826
nginx-proxy,0,0,0,0,0,0,0,0,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA
nlp-recipes,0,0,0,0,2,0.115384615,0,0,0,0,2,0.101694915,NA,NA,NA,NA,1,0.881355932
nltk,0,0,0,1,19,0.99375,0,0,0,1,19,1.138297872,NA,NA,NA,1,1,1.145456978
nni,0,0,1,2.75,74,3.765486726,0,0,1,3,73,3.918719212,NA,NA,1,1.090909091,0.986486486,1.040693939
node-gyp,0,1,3,4,8,2.710526316,1,1.75,3,4,6,3,NA,1.75,1,1,0.75,1.106796117
nose,0,0,0,1,9,0.736585366,0,0,0,2,9,1.340425532,NA,NA,NA,2,1,1.819783007
nova,0,0,1,4,521,6.407126611,0,1,2,6,521,8.869614512,NA,NA,2,1.5,1,1.384335764
ntfy,0,0,0,4,16,2.548387097,0,3,4,13,16,7.2,NA,NA,NA,3.25,1,2.825316456
numba,0,0,1,2,26,1.703349282,0,0,1,3,26,2.182320442,NA,NA,1,1.5,1,1.281193743
numpy,0,1,4,10,181,9.117096019,0,1,5,13,181,11.66315789,NA,1,1.25,1.3,1,1.279262374
numpy-ml,0,0,0,0.5,3,0.333333333,0,0,0,1,3,0.525,NA,NA,NA,2,1,1.575
objection,0,0,0,1,22,1.62962963,0,1,1,3,22,4.333333333,NA,NA,NA,3,1,2.659090909
OCRmyPDF,0,0,0,2,21,1.708860759,0,0,2,4.75,21,3.294117647,NA,NA,NA,2.375,1,1.927668845
OctoPrint,0,0,1,4,145,5.927083333,0,0,2,8,145,8.596638655,NA,NA,2,2,1,1.450399492
ODM,0,0,0,0,16,0.5625,0,0,0,1,16,0.904761905,NA,NA,NA,NA,1,1.608465608
offlineimap,0,0,0,2,11,1.711538462,0,0,1,3.5,11,2.342857143,NA,NA,NA,1.75,1,1.368860353
OneForAll,0,0,0,0,2,0.14893617,0,0,0,0,2,0.156626506,NA,NA,NA,NA,1,1.051635112
